time,rpm_data,rpm_LPF,
24.461,0,2.1884754630718817e-7,
24.462,0,2.1884754630718817e-7,
24.463,0,2.1884754630718817e-7,
24.463,0,2.1884754630718817e-7,
24.464,0,2.1884754630718817e-7,
24.465,0,2.1884754630718817e-7,
24.465,0,2.1884754630718817e-7,
24.466,0,2.1884754630718817e-7,
24.466,0,2.1884754630718817e-7,
24.467,0,2.1884754630718817e-7,
24.468,0,2.1884754630718817e-7,
24.469,0,2.1884754630718817e-7,
24.471,0,2.1884754630718817e-7,
24.472,0,2.1884754630718817e-7,
24.473,0,2.1884754630718817e-7,
24.474,0,2.1884754630718817e-7,
24.475,0,2.1884754630718817e-7,
24.475,0,2.1884754630718817e-7,
24.476,0,2.1884754630718817e-7,
24.477,0,2.1884754630718817e-7,
24.477,0,2.1884754630718817e-7,
24.478,0,2.1884754630718817e-7,
24.478,0,2.1884754630718817e-7,
24.479,0,2.1884754630718817e-7,
24.48,0,2.1884754630718817e-7,
24.48,0,2.1884754630718817e-7,
24.481,0,2.1884754630718817e-7,
24.481,0,2.1884754630718817e-7,
24.482,0,2.1884754630718817e-7,
24.482,0,2.1884754630718817e-7,
24.483,0,2.1884754630718817e-7,
24.483,0,2.1884754630718817e-7,
24.484,0,2.1884754630718817e-7,
24.485,0,2.1884754630718817e-7,
24.487,0,2.1884754630718817e-7,
24.488,0,2.1884754630718817e-7,
24.488,0,2.1884754630718817e-7,
24.489,0,2.1884754630718817e-7,
24.49,0,2.1884754630718817e-7,
24.491,0,2.1884754630718817e-7,
24.492,0,2.1884754630718817e-7,
24.492,0,2.1884754630718817e-7,
24.493,0,2.1884754630718817e-7,
24.494,0,2.1884754630718817e-7,
24.494,0,2.1884754630718817e-7,
24.495,0,2.1884754630718817e-7,
24.496,0,2.1884754630718817e-7,
24.496,0,2.1884754630718817e-7,
24.497,0,2.1884754630718817e-7,
24.497,0,2.1884754630718817e-7,
24.498,0,2.1884754630718817e-7,
24.498,0,2.1884754630718817e-7,
24.499,0,2.1884754630718817e-7,
24.5,0,2.1884754630718817e-7,
24.5,0,2.1884754630718817e-7,
24.501,0,2.1884754630718817e-7,
24.502,0,2.1884754630718817e-7,
24.503,0,2.1884754630718817e-7,
24.504,0,2.1884754630718817e-7,
24.505,0,2.1884754630718817e-7,
24.506,0,2.1884754630718817e-7,
24.507,0,2.1884754630718817e-7,
24.507,0,2.1884754630718817e-7,
24.508,0,2.1884754630718817e-7,
24.508,0,2.1884754630718817e-7,
24.509,0,2.1884754630718817e-7,
24.51,0,2.1884754630718817e-7,
24.51,0,2.1884754630718817e-7,
24.511,0,2.1884754630718817e-7,
24.511,0,2.1884754630718817e-7,
24.512,0,2.1884754630718817e-7,
24.513,0,2.1884754630718817e-7,
24.514,0,2.1884754630718817e-7,
24.515,0,2.1884754630718817e-7,
24.516,0,2.1884754630718817e-7,
24.516,0,2.1884754630718817e-7,
24.517,0,2.1884754630718817e-7,
24.518,0,2.1884754630718817e-7,
24.519,0,2.1884754630718817e-7,
24.52,0,2.1884754630718817e-7,
24.521,0,2.1884754630718817e-7,
24.522,0,2.1884754630718817e-7,
24.523,0,2.1884754630718817e-7,
24.524,0,2.1884754630718817e-7,
24.525,0,2.1884754630718817e-7,
24.525,0,2.1884754630718817e-7,
24.526,0,2.1884754630718817e-7,
24.527,0,2.1884754630718817e-7,
24.527,0,2.1884754630718817e-7,
24.528,0,2.1884754630718817e-7,
24.529,0,2.1884754630718817e-7,
24.529,0,2.1884754630718817e-7,
24.53,0,2.1884754630718817e-7,
24.53,0,2.1884754630718817e-7,
24.531,0,2.1884754630718817e-7,
24.532,0,2.1884754630718817e-7,
24.532,0,2.1884754630718817e-7,
24.533,0,2.1884754630718817e-7,
24.534,0,2.1884754630718817e-7,
24.534,0,2.1884754630718817e-7,
24.536,0,2.1884754630718817e-7,
24.537,0,2.1884754630718817e-7,
24.538,0,2.1884754630718817e-7,
24.539,0,2.1884754630718817e-7,
24.54,0,2.1884754630718817e-7,
24.541,0,2.1884754630718817e-7,
24.541,0,2.1884754630718817e-7,
24.542,0,2.1884754630718817e-7,
24.543,0,2.1884754630718817e-7,
24.544,0,2.1884754630718817e-7,
24.544,0,2.1884754630718817e-7,
24.545,0,2.1884754630718817e-7,
24.545,0,2.1884754630718817e-7,
24.546,0,2.1884754630718817e-7,
24.547,0,2.1884754630718817e-7,
24.547,0,2.1884754630718817e-7,
24.548,0,2.1884754630718817e-7,
24.549,0,2.1884754630718817e-7,
24.549,0,2.1884754630718817e-7,
24.55,0,2.1884754630718817e-7,
24.55,0,2.1884754630718817e-7,
24.552,0,2.1884754630718817e-7,
24.553,0,2.1884754630718817e-7,
24.554,0,2.1884754630718817e-7,
24.555,0,2.1884754630718817e-7,
24.556,0,2.1884754630718817e-7,
24.557,0,2.1884754630718817e-7,
24.558,0,2.1884754630718817e-7,
24.559,0,2.1884754630718817e-7,
24.559,0,2.1884754630718817e-7,
24.56,0,2.1884754630718817e-7,
24.561,0,2.1884754630718817e-7,
24.562,0,2.1884754630718817e-7,
24.562,0,2.1884754630718817e-7,
24.563,0,2.1884754630718817e-7,
24.564,0,2.1884754630718817e-7,
24.565,0,2.1884754630718817e-7,
24.566,0,2.1884754630718817e-7,
24.567,0,2.1884754630718817e-7,
24.568,0,2.1884754630718817e-7,
24.569,0,2.1884754630718817e-7,
24.57,0,2.1884754630718817e-7,
24.573,0,2.1884754630718817e-7,
24.573,0,2.1884754630718817e-7,
24.574,0,2.1884754630718817e-7,
24.575,0,2.1884754630718817e-7,
24.576,0,2.1884754630718817e-7,
24.577,0,2.1884754630718817e-7,
24.578,0,2.1884754630718817e-7,
24.578,0,2.1884754630718817e-7,
24.579,0,2.1884754630718817e-7,
24.58,0,2.1884754630718817e-7,
24.581,0,2.1884754630718817e-7,
24.581,0,2.1884754630718817e-7,
24.582,0,2.1884754630718817e-7,
24.583,0,2.1884754630718817e-7,
24.584,0,2.1884754630718817e-7,
24.585,0,2.1884754630718817e-7,
24.586,0,2.1884754630718817e-7,
24.587,0,2.1884754630718817e-7,
24.588,0,2.1884754630718817e-7,
24.589,0,2.1884754630718817e-7,
24.59,0,2.1884754630718817e-7,
24.591,0,2.1884754630718817e-7,
24.592,0,2.1884754630718817e-7,
24.593,0,2.1884754630718817e-7,
24.594,0,2.1884754630718817e-7,
24.594,0,2.1884754630718817e-7,
24.595,0,2.1884754630718817e-7,
24.596,0,2.1884754630718817e-7,
24.597,0,2.1884754630718817e-7,
24.597,0,2.1884754630718817e-7,
24.598,0,2.1884754630718817e-7,
24.599,0,2.1884754630718817e-7,
24.6,0,2.1884754630718817e-7,
24.601,0,2.1884754630718817e-7,
24.602,0,2.1884754630718817e-7,
24.603,0,2.1884754630718817e-7,
24.604,0,2.1884754630718817e-7,
24.605,0,2.1884754630718817e-7,
24.606,0,2.1884754630718817e-7,
24.607,0,2.1884754630718817e-7,
24.608,0,2.1884754630718817e-7,
24.609,0,2.1884754630718817e-7,
24.61,0,2.1884754630718817e-7,
24.611,0,2.1884754630718817e-7,
24.612,0,2.1884754630718817e-7,
24.613,0,2.1884754630718817e-7,
24.614,0,2.1884754630718817e-7,
24.615,0,2.1884754630718817e-7,
24.616,0,2.1884754630718817e-7,
24.618,0,2.1884754630718817e-7,
24.619,0,2.1884754630718817e-7,
24.62,0,1.388806509794449e-7,
24.621,0,1.388806509794449e-7,
24.622,0,1.388806509794449e-7,
24.623,0,1.388806509794449e-7,
24.624,0,1.388806509794449e-7,
24.625,0,1.388806509794449e-7,
24.625,0,1.388806509794449e-7,
24.626,0,1.388806509794449e-7,
24.627,0,1.388806509794449e-7,
24.628,0,1.388806509794449e-7,
24.628,0,1.388806509794449e-7,
24.629,0,1.388806509794449e-7,
24.629,0,1.388806509794449e-7,
24.63,0,1.388806509794449e-7,
24.631,0,1.388806509794449e-7,
24.632,0,1.388806509794449e-7,
24.632,0,1.388806509794449e-7,
24.633,0,1.388806509794449e-7,
24.633,0,1.388806509794449e-7,
24.634,0,1.388806509794449e-7,
24.635,0,1.388806509794449e-7,
24.638,0,1.388806509794449e-7,
24.639,0,1.388806509794449e-7,
24.64,0,1.388806509794449e-7,
24.641,0,1.388806509794449e-7,
24.641,0,1.388806509794449e-7,
24.642,0,1.388806509794449e-7,
24.643,0,1.388806509794449e-7,
24.644,0,1.388806509794449e-7,
24.645,0,1.388806509794449e-7,
24.645,0,1.388806509794449e-7,
24.646,0,1.388806509794449e-7,
24.647,0,1.388806509794449e-7,
24.647,0,1.388806509794449e-7,
24.648,0,1.388806509794449e-7,
24.649,0,1.388806509794449e-7,
24.649,0,1.388806509794449e-7,
24.65,0,1.388806509794449e-7,
24.651,0,1.388806509794449e-7,
24.652,0,1.388806509794449e-7,
24.653,0,1.388806509794449e-7,
24.654,0,1.388806509794449e-7,
24.655,0,1.388806509794449e-7,
24.656,0,1.388806509794449e-7,
