time,ax,ay,az,
0,-0.016166383400559425,0.008382569067180157,0.01796264760196209,
0.008,-0.016166383400559425,0.008382569067180157,0.01796264760196209,
0.015,-0.016166383400559425,0.008382569067180157,0.01796264760196209,
0.022,-0.016166383400559425,0.008382569067180157,0.01796264760196209,
0.028,-0.016166383400559425,0.008382569067180157,0.01796264760196209,
0.038,0.004191284533590078,-0.007185058668255806,-0.014370117336511612,
0.046,0.004191284533590078,-0.007185058668255806,-0.014370117336511612,
0.053,0.004191284533590078,-0.007185058668255806,-0.014370117336511612,
0.059,0.004191284533590078,-0.007185058668255806,-0.014370117336511612,
0.065,0.004191284533590078,-0.007185058668255806,-0.014370117336511612,
0.074,0.004191284533590078,-0.007185058668255806,-0.014370117336511612,
0.08,0.004191284533590078,-0.007185058668255806,-0.014370117336511612,
0.084,0.004191284533590078,-0.007185058668255806,-0.014370117336511612,
0.09,-0.0173638928681612,-0.019160157069563866,-0.007185058668255806,
0.095,-0.0173638928681612,-0.019160157069563866,-0.007185058668255806,
0.101,-0.0173638928681612,-0.019160157069563866,-0.007185058668255806,
0.107,-0.0173638928681612,-0.019160157069563866,-0.007185058668255806,
0.112,-0.0173638928681612,-0.019160157069563866,-0.007185058668255806,
0.117,-0.0173638928681612,-0.019160157069563866,-0.007185058668255806,
0.122,-0.0173638928681612,-0.019160157069563866,-0.007185058668255806,
0.126,-0.0173638928681612,-0.019160157069563866,-0.007185058668255806,
0.131,-0.0173638928681612,-0.019160157069563866,-0.007185058668255806,
0.135,-0.0173638928681612,-0.019160157069563866,-0.007185058668255806,
0.141,-0.016166383400559425,-0.00598754920065403,-0.002395019633695483,
0.145,-0.016166383400559425,-0.00598754920065403,-0.002395019633695483,
0.154,-0.016166383400559425,-0.00598754920065403,-0.002395019633695483,
0.159,-0.016166383400559425,-0.00598754920065403,-0.002395019633695483,
0.164,-0.016166383400559425,-0.00598754920065403,-0.002395019633695483,
0.171,-0.016166383400559425,-0.00598754920065403,-0.002395019633695483,
0.177,-0.016166383400559425,-0.00598754920065403,-0.002395019633695483,
0.182,-0.016166383400559425,-0.00598754920065403,-0.002395019633695483,
0.189,-0.004191284533590078,0.0011975098168477416,-0.03592529520392418,
0.195,-0.004191284533590078,0.0011975098168477416,-0.03592529520392418,
0.201,-0.004191284533590078,0.0011975098168477416,-0.03592529520392418,
0.208,-0.004191284533590078,0.0011975098168477416,-0.03592529520392418,
0.213,-0.004191284533590078,0.0011975098168477416,-0.03592529520392418,
0.219,-0.004191284533590078,0.0011975098168477416,-0.03592529520392418,
0.224,-0.004191284533590078,0.0011975098168477416,-0.03592529520392418,
0.23,-0.004191284533590078,0.0011975098168477416,-0.03592529520392418,
0.236,-0.004191284533590078,-0.004790039267390966,0.019160157069563866,
0.242,-0.004191284533590078,-0.004790039267390966,0.019160157069563866,
0.247,-0.004191284533590078,-0.004790039267390966,0.019160157069563866,
0.253,-0.004191284533590078,-0.004790039267390966,0.019160157069563866,
0.259,-0.004191284533590078,-0.004790039267390966,0.019160157069563866,
0.265,-0.004191284533590078,-0.004790039267390966,0.019160157069563866,
0.273,-0.004191284533590078,-0.004790039267390966,0.019160157069563866,
0.281,-0.004191284533590078,-0.004790039267390966,0.019160157069563866,
0.29,-0.011376343667507172,0.007185058668255806,0,
0.295,-0.011376343667507172,0.007185058668255806,0,
0.302,-0.011376343667507172,0.007185058668255806,0,
0.307,-0.011376343667507172,0.007185058668255806,0,
0.313,-0.011376343667507172,0.007185058668255806,0,
0.32,-0.011376343667507172,0.007185058668255806,0,
0.326,-0.011376343667507172,0.007185058668255806,0,
0.331,-0.011376343667507172,0.007185058668255806,0,
0.338,0.006586303934454918,0.03233276680111885,0.015567627735435963,
0.343,0.006586303934454918,0.03233276680111885,0.015567627735435963,
0.349,0.006586303934454918,0.03233276680111885,0.015567627735435963,
0.355,0.006586303934454918,0.03233276680111885,0.015567627735435963,
0.36,0.006586303934454918,0.03233276680111885,0.015567627735435963,
0.366,0.006586303934454918,0.03233276680111885,0.015567627735435963,
0.372,0.006586303934454918,0.03233276680111885,0.015567627735435963,
0.377,0.006586303934454918,0.03233276680111885,0.015567627735435963,
0.383,0.006586303934454918,0.03233276680111885,0.015567627735435963,
0.389,-0.0173638928681612,-0.022752687335014343,0.013172607868909836,
0.394,-0.0173638928681612,-0.022752687335014343,0.013172607868909836,
0.4,-0.0173638928681612,-0.022752687335014343,0.013172607868909836,
0.408,-0.0173638928681612,-0.022752687335014343,0.013172607868909836,
0.413,-0.0173638928681612,-0.022752687335014343,0.013172607868909836,
0.42,-0.0173638928681612,-0.022752687335014343,0.013172607868909836,
0.428,-0.0173638928681612,-0.022752687335014343,0.013172607868909836,
0.433,-0.034129031002521515,0.01197509840130806,0.003592529334127903,
0.441,-0.034129031002521515,0.01197509840130806,0.003592529334127903,
0.447,-0.034129031002521515,0.01197509840130806,0.003592529334127903,
0.454,-0.034129031002521515,0.01197509840130806,0.003592529334127903,
0.459,-0.034129031002521515,0.01197509840130806,0.003592529334127903,
0.465,-0.034129031002521515,0.01197509840130806,0.003592529334127903,
0.472,-0.034129031002521515,0.01197509840130806,0.003592529334127903,
0.477,-0.034129031002521515,0.01197509840130806,0.003592529334127903,
0.483,-0.034129031002521515,0.01197509840130806,0.003592529334127903,
0.489,-0.016166383400559425,-0.003592529334127903,-0.0011975098168477416,
0.495,-0.016166383400559425,-0.003592529334127903,-0.0011975098168477416,
0.501,-0.016166383400559425,-0.003592529334127903,-0.0011975098168477416,
0.507,-0.016166383400559425,-0.003592529334127903,-0.0011975098168477416,
0.512,-0.016166383400559425,-0.003592529334127903,-0.0011975098168477416,
0.518,-0.016166383400559425,-0.003592529334127903,-0.0011975098168477416,
0.525,-0.016166383400559425,-0.003592529334127903,-0.0011975098168477416,
0.53,-0.016166383400559425,-0.003592529334127903,-0.0011975098168477416,
0.535,-0.010178833268582821,-0.007185058668255806,0.031135255470871925,
0.542,-0.010178833268582821,-0.007185058668255806,0.031135255470871925,
0.547,-0.010178833268582821,-0.007185058668255806,0.031135255470871925,
0.553,-0.010178833268582821,-0.007185058668255806,0.031135255470871925,
0.558,-0.010178833268582821,-0.007185058668255806,0.031135255470871925,
0.564,-0.010178833268582821,-0.007185058668255806,0.031135255470871925,
0.569,-0.010178833268582821,-0.007185058668255806,0.031135255470871925,
0.574,-0.010178833268582821,-0.007185058668255806,0.031135255470871925,
0.579,-0.010178833268582821,-0.007185058668255806,0.031135255470871925,
0.585,-0.014968873001635075,0.007185058668255806,0.003592529334127903,
0.59,-0.014968873001635075,0.007185058668255806,0.003592529334127903,
0.595,-0.014968873001635075,0.007185058668255806,0.003592529334127903,
0.6,-0.014968873001635075,0.007185058668255806,0.003592529334127903,
0.606,-0.014968873001635075,0.007185058668255806,0.003592529334127903,
0.611,-0.014968873001635075,0.007185058668255806,0.003592529334127903,
0.616,-0.014968873001635075,0.007185058668255806,0.003592529334127903,
0.621,-0.014968873001635075,0.007185058668255806,0.003592529334127903,
0.627,-0.014968873001635075,0.007185058668255806,0.003592529334127903,
0.633,-0.004191284533590078,-0.00598754920065403,0.008382569067180157,
0.638,-0.004191284533590078,-0.00598754920065403,0.008382569067180157,
0.643,-0.004191284533590078,-0.00598754920065403,0.008382569067180157,
0.648,-0.004191284533590078,-0.00598754920065403,0.008382569067180157,
0.653,-0.004191284533590078,-0.00598754920065403,0.008382569067180157,
0.658,-0.004191284533590078,-0.00598754920065403,0.008382569067180157,
0.663,-0.004191284533590078,-0.00598754920065403,0.008382569067180157,
0.668,-0.004191284533590078,-0.00598754920065403,0.008382569067180157,
0.672,-0.004191284533590078,-0.00598754920065403,0.008382569067180157,
0.678,-0.004191284533590078,-0.00598754920065403,0.008382569067180157,
0.683,-0.012573853135108948,0.004790039267390966,-0.002395019633695483,
0.689,-0.012573853135108948,0.004790039267390966,-0.002395019633695483,
0.695,-0.012573853135108948,0.004790039267390966,-0.002395019633695483,
0.7,-0.012573853135108948,0.004790039267390966,-0.002395019633695483,
0.706,-0.012573853135108948,0.004790039267390966,-0.002395019633695483,
0.711,-0.012573853135108948,0.004790039267390966,-0.002395019633695483,
0.716,-0.012573853135108948,0.004790039267390966,-0.002395019633695483,
0.721,-0.012573853135108948,0.004790039267390966,-0.002395019633695483,
0.726,-0.012573853135108948,0.004790039267390966,-0.002395019633695483,
0.731,-0.012573853135108948,0.004790039267390966,-0.002395019633695483,
0.736,-0.05328918620944023,0.00598754920065403,-0.00598754920065403,
0.742,-0.05328918620944023,0.00598754920065403,-0.00598754920065403,
0.746,-0.05328918620944023,0.00598754920065403,-0.00598754920065403,
