time,gx,gy,gz,
0,0.0022649310994893312,0.00039969373028725386,0.00039969373028725386,
0.011,0.0022649310994893312,0.00039969373028725386,0.00039969373028725386,
0.018,0.0022649310994893312,0.00039969373028725386,0.00039969373028725386,
0.025,0.0022649310994893312,0.00039969373028725386,0.00039969373028725386,
0.031,0.0022649310994893312,0.00039969373028725386,0.00039969373028725386,
0.037,0.0022649310994893312,0.00039969373028725386,0.00039969373028725386,
0.049,0.0015987749211490154,0.00039969373028725386,-0.0002664624771568924,
0.055,0.0015987749211490154,0.00039969373028725386,-0.0002664624771568924,
0.062,0.0015987749211490154,0.00039969373028725386,-0.0002664624771568924,
0.068,0.0015987749211490154,0.00039969373028725386,-0.0002664624771568924,
0.077,0.0015987749211490154,0.00039969373028725386,-0.0002664624771568924,
0.083,0.0015987749211490154,0.00039969373028725386,-0.0002664624771568924,
0.088,0.0015987749211490154,0.00039969373028725386,-0.0002664624771568924,
0.093,0.0021316998172551394,0.0005329249543137848,0.0001332312385784462,
0.098,0.0021316998172551394,0.0005329249543137848,0.0001332312385784462,
0.104,0.0021316998172551394,0.0005329249543137848,0.0001332312385784462,
0.11,0.0021316998172551394,0.0005329249543137848,0.0001332312385784462,
0.116,0.0021316998172551394,0.0005329249543137848,0.0001332312385784462,
0.121,0.0021316998172551394,0.0005329249543137848,0.0001332312385784462,
0.125,0.0021316998172551394,0.0005329249543137848,0.0001332312385784462,
0.13,0.0021316998172551394,0.0005329249543137848,0.0001332312385784462,
0.134,0.0021316998172551394,0.0005329249543137848,0.0001332312385784462,
0.139,0.0021316998172551394,0.0005329249543137848,0.0001332312385784462,
0.144,0.0017320060869678855,0,-0.0006661561783403158,
0.149,0.0017320060869678855,0,-0.0006661561783403158,
0.157,0.0017320060869678855,0,-0.0006661561783403158,
0.163,0.0017320060869678855,0,-0.0006661561783403158,
0.168,0.0017320060869678855,0,-0.0006661561783403158,
0.174,0.0017320060869678855,0,-0.0006661561783403158,
0.18,0.0017320060869678855,0,-0.0006661561783403158,
0.185,0.0017320060869678855,0,-0.0006661561783403158,
0.191,0.0018652373692020774,0.00039969373028725386,-0.0013323123566806316,
0.198,0.0018652373692020774,0.00039969373028725386,-0.0013323123566806316,
0.204,0.0018652373692020774,0.00039969373028725386,-0.0013323123566806316,
0.211,0.0018652373692020774,0.00039969373028725386,-0.0013323123566806316,
0.216,0.0018652373692020774,0.00039969373028725386,-0.0013323123566806316,
0.222,0.0018652373692020774,0.00039969373028725386,-0.0013323123566806316,
0.228,0.0018652373692020774,0.00039969373028725386,-0.0013323123566806316,
0.233,0.0018652373692020774,0.00039969373028725386,-0.0013323123566806316,
0.239,0.0018652373692020774,0.00039969373028725386,-0.0013323123566806316,
0.245,0.0015987749211490154,-0.0002664624771568924,-0.0002664624771568924,
0.25,0.0015987749211490154,-0.0002664624771568924,-0.0002664624771568924,
0.256,0.0015987749211490154,-0.0002664624771568924,-0.0002664624771568924,
0.262,0.0015987749211490154,-0.0002664624771568924,-0.0002664624771568924,
0.268,0.0015987749211490154,-0.0002664624771568924,-0.0002664624771568924,
0.274,0.0015987749211490154,-0.0002664624771568924,-0.0002664624771568924,
0.282,0.0015987749211490154,-0.0002664624771568924,-0.0002664624771568924,
0.291,0.0007993874605745077,0.0005329249543137848,-0.00039969373028725386,
0.298,0.0007993874605745077,0.0005329249543137848,-0.00039969373028725386,
0.304,0.0007993874605745077,0.0005329249543137848,-0.00039969373028725386,
0.311,0.0007993874605745077,0.0005329249543137848,-0.00039969373028725386,
0.316,0.0007993874605745077,0.0005329249543137848,-0.00039969373028725386,
0.322,0.0007993874605745077,0.0005329249543137848,-0.00039969373028725386,
0.329,0.0007993874605745077,0.0005329249543137848,-0.00039969373028725386,
0.334,0.0007993874605745077,0.0005329249543137848,-0.00039969373028725386,
0.341,0.0018652373692020774,0.0006661561783403158,-0.00039969373028725386,
0.347,0.0018652373692020774,0.0006661561783403158,-0.00039969373028725386,
0.352,0.0018652373692020774,0.0006661561783403158,-0.00039969373028725386,
0.358,0.0018652373692020774,0.0006661561783403158,-0.00039969373028725386,
0.364,0.0018652373692020774,0.0006661561783403158,-0.00039969373028725386,
0.369,0.0018652373692020774,0.0006661561783403158,-0.00039969373028725386,
0.375,0.0018652373692020774,0.0006661561783403158,-0.00039969373028725386,
0.381,0.0018652373692020774,0.0006661561783403158,-0.00039969373028725386,
0.386,0.0018652373692020774,0.0006661561783403158,-0.00039969373028725386,
0.392,0.0018652373692020774,0.0005329249543137848,-0.0002664624771568924,
0.398,0.0018652373692020774,0.0005329249543137848,-0.0002664624771568924,
0.403,0.0018652373692020774,0.0005329249543137848,-0.0002664624771568924,
0.411,0.0018652373692020774,0.0005329249543137848,-0.0002664624771568924,
0.417,0.0018652373692020774,0.0005329249543137848,-0.0002664624771568924,
0.423,0.0018652373692020774,0.0005329249543137848,-0.0002664624771568924,
0.43,0.0018652373692020774,0.0005329249543137848,-0.0002664624771568924,
0.436,0.0018652373692020774,0.0005329249543137848,-0.0002664624771568924,
0.444,0.003197549842298031,0.0002664624771568924,0.0001332312385784462,
0.45,0.003197549842298031,0.0002664624771568924,0.0001332312385784462,
0.457,0.003197549842298031,0.0002664624771568924,0.0001332312385784462,
0.463,0.003197549842298031,0.0002664624771568924,0.0001332312385784462,
0.468,0.003197549842298031,0.0002664624771568924,0.0001332312385784462,
